http://publications.europa.eu/resource/authority/file-type/7Z,7Z
http://publications.europa.eu/resource/authority/file-type/AAB,AAB
http://publications.europa.eu/resource/authority/file-type/AAC,AAC
http://publications.europa.eu/resource/authority/file-type/AKN4EU,AKN4EU
http://publications.europa.eu/resource/authority/file-type/AKN4EU_ZIP,AKN4EU_ZIP
http://publications.europa.eu/resource/authority/file-type/APK,APK
http://publications.europa.eu/resource/authority/file-type/APPX,APPX
http://publications.europa.eu/resource/authority/file-type/ARC,ARC
http://publications.europa.eu/resource/authority/file-type/ARCINFO_COV,ARCINFO_COV
http://publications.europa.eu/resource/authority/file-type/ARC_GZ,ARC_GZ
http://publications.europa.eu/resource/authority/file-type/ARJ,ARJ
http://publications.europa.eu/resource/authority/file-type/ATOM,ATOM
http://publications.europa.eu/resource/authority/file-type/AZW,AZW
http://publications.europa.eu/resource/authority/file-type/BIN,BIN
http://publications.europa.eu/resource/authority/file-type/BITS,BITS
http://publications.europa.eu/resource/authority/file-type/BMP,BMP
http://publications.europa.eu/resource/authority/file-type/BWF,BWF
http://publications.europa.eu/resource/authority/file-type/BZIP2,BZIP2
http://publications.europa.eu/resource/authority/file-type/CSS,CSS
http://publications.europa.eu/resource/authority/file-type/CSV,CSV
http://publications.europa.eu/resource/authority/file-type/DAPK,DAPK
http://publications.europa.eu/resource/authority/file-type/DBF,DBF
http://publications.europa.eu/resource/authority/file-type/DCR,DCR
http://publications.europa.eu/resource/authority/file-type/DEB,DEB
http://publications.europa.eu/resource/authority/file-type/DGN,DGN
http://publications.europa.eu/resource/authority/file-type/DMG,DMG
http://publications.europa.eu/resource/authority/file-type/DMP,DMP
http://publications.europa.eu/resource/authority/file-type/DOC,DOC
http://publications.europa.eu/resource/authority/file-type/DOCX,DOCX
http://publications.europa.eu/resource/authority/file-type/DTD_SGML,DTD_SGML
http://publications.europa.eu/resource/authority/file-type/DTD_XML,DTD_XML
http://publications.europa.eu/resource/authority/file-type/DWG,DWG
http://publications.europa.eu/resource/authority/file-type/DXF,DXF
http://publications.europa.eu/resource/authority/file-type/E00,E00
http://publications.europa.eu/resource/authority/file-type/EAR,EAR
http://publications.europa.eu/resource/authority/file-type/ECW,ECW
http://publications.europa.eu/resource/authority/file-type/EFORMS_XML,EFORMS_XML
http://publications.europa.eu/resource/authority/file-type/EPS,EPS
http://publications.europa.eu/resource/authority/file-type/EPUB,EPUB
